Stadt,Club,Veranstaltername,Homepage,Email,Telefon,Bundesland,Land
Ostrava,0,0,https://www.facebook.com/janxsekerka?fref=ts,0,0,0,Tschechien
Ostrava,0,0,https://www.facebook.com/mahojakotyc.panveselka?ref=ts&fref=ts,0,0,0,Tschechien
Ostrava,0,0,https://www.facebook.com/marcel.palovcik?fref=ts,0,0,0,Tschechien
Ostrava,0,0,https://www.facebook.com/PlanBHardcoreCafe?fref=ts,0,0,0,Tschechien
Plzen (Pilsen),0,0,https://www.facebook.com/petr.bartos666?fref=ts,0,0,0,Tschechien
Plzen (Pilsen),0,0,https://www.facebook.com/divisjaroslav?fref=ts,0,0,0,Tschechien
Plzen (Pilsen),0,0,https://www.facebook.com/majky.slesik?fref=ts,0,0,0,Tschechien
Plzen (Pilsen),0,0,https://www.facebook.com/ruby.ruby.rubyyyy?fref=ts,0,0,0,Tschechien
Plzen (Pilsen),0,0,https://www.facebook.com/albert.schropfer?fref=ts,0,0,0,Tschechien
Opava,0,0,https://www.facebook.com/petr.s.janos?fref=ts,0,0,0,Tschechien
Kopřivnice,0,0,https://www.facebook.com/sekacz?fref=ts,0,0,0,Tschechien
Havlíčkův Brod,0,0,https://www.facebook.com/RosTimix?fref=ts,0,0,0,Tschechien
Veselí nad Moravou,0,0,https://www.facebook.com/miroslav.ondrus.75?fref=ts,0,0,0,Tschechien
Strážnice,0,0,https://www.facebook.com/goldpress.cerny,0,0,0,Tschechien
Franzensbad (Františkovi Lázně),0,0,https://www.facebook.com/lukas.krema?fref=ts,0,0,0,Tschechien
Eger (Cheb),0,0,https://www.facebook.com/vendelin.filka?fref=ts,0,0,0,Tschechien
Cheb,0,0,https://www.facebook.com/ichmusdringendaufsklo?fref=ts,0,0,0,Tschechien
Olmütz (Olomouc),0,0,https://www.facebook.com/bruno.bricka?fref=ts,0,0,0,Tschechien
Olmütz (Olomouc),0,0,https://www.facebook.com/jakub.sigmund.5?ref=ts&fref=ts,0,0,0,Tschechien
Olmütz (Olomouc),0,0,https://www.facebook.com/cuba.lombard?fref=ts,0,0,0,Tschechien
Kamenice nad Lipou,0,0,https://www.facebook.com/zdenekkurka?fref=ts,0,0,0,Tschechien
Chomutov,0,0,https://www.facebook.com/tomastrykar?fref=ts,0,0,0,Tschechien
"Banska Bystrica, Bratislava",0,0,https://www.facebook.com/mickiemouse,0,0,0,Slowakei
Bratislava,0,0,https://www.facebook.com/eric.hill.1460,0,0,0,Slowakei
Prievidza,0,0,https://www.facebook.com/wyrus.bookings,0,0,0,Slowakei
Košice,0,0,https://www.facebook.com/tvoja.matka.1?fref=ts,0,0,0,Slowakei
Martin,0,0,https://www.facebook.com/adampokoska.augustin,0,0,0,Slowakei
Hlohovec,0,0,https://www.facebook.com/adko.heap,0,0,0,Slowakei
Košice,0,0,https://www.facebook.com/eplbookingagency/about,0,0,0,Slowakei
Attila Almasi,0,0,https://www.facebook.com/aAlmaSisuN,0,0,0,Ungarn
Basel,0,0,https://www.facebook.com/christian.tersicore,0,0,0,Schweiz
Basel,0,0,https://www.facebook.com/pages/Hirscheneck/167855203270692,0,0,0,Schweiz
Winterthur (Gaswerk),0,0,"https://www.facebook.com/burstbloom.concerts
https://www.facebook.com/gaswerk",0,0,0,Schweiz
0,0,0,https://www.facebook.com/deadlinebookingswitzerland?fref=pb&hc_location=friends_tab,0,0,0,Schweiz
Zürich,0,0,soundmanoever@hotmail.com,soundmanoever@hotmail.com,0,0,Schweiz
Zürich,0,0,https://www.facebook.com/roadragebooking,0,0,0,Schweiz
Kulturfabrik Wetzikon,0,0,https://www.facebook.com/Kulturfabrik,0,0,0,Schweiz
Salzburg,0,0,"https://www.facebook.com/jurgen.maurer.56?fref=pb&hc_location=friends_tab
https://www.facebook.com/Mack.the.Ripper
https://www.facebook.com/Gerd.Gert.Guenther?fref=ts",0,0,0,Österreich
Salzburg,0,0,https://www.facebook.com/valentin.laabmayr,0,0,0,Österreich
Salzburg,0,0,https://www.facebook.com/bene.geiselhoringer?fref=pb&hc_location=friends_tab,0,0,0,Österreich
Salzburg,0,0,https://www.facebook.com/unitedpeoplebooking?ref=ts&fref=ts,0,0,0,Österreich
Salzburg,0,0,"https://www.facebook.com/salzburg.thefeast
https://www.facebook.com/georg.karl.75
https://www.facebook.com/themorphean.streetteam",0,0,0,Österreich
Salzburg,0,0,"https://www.facebook.com/subsalzburg
",0,0,0,Österreich
Salzburg,0,0,https://www.facebook.com/cestlavie.julie,0,0,0,Österreich
GEI Timelkam,0,0,https://www.facebook.com/gei.tk,0,0,0,Österreich
Wien (Venster 99),0,0,https://www.facebook.com/knoedel.mitei,0,0,0,Österreich
Vorarlberg (Stadel),0,0,https://www.facebook.com/pages/Stadel/42921296455,0,0,0,Österreich
Feldkirch (Graf Hugo),0,0,https://www.facebook.com/marcel.schuster.79,0,0,0,Österreich
Innsbruck (p.m.k.),0,0,https://www.facebook.com/soundzerorecords,0,0,0,Österreich
Dornbirn (Kulturcafé Schlachthaus),0,0,https://www.facebook.com/kulturcafeschlachthaus,0,0,0,Österreich
Wien,0,0,https://www.facebook.com/distortionbookingsofficial?fref=ts,0,0,0,Österreich
Wien,0,0,"https://www.facebook.com/miso.ljuboje?fref=nf
https://www.facebook.com/HardcoreForTheLosers?ref=bookmarks
",mljuboje@gmail.com,0,0,Österreich
Wien,0,0,benedicts.1995@gmail.com,benedicts.1995@gmail.com,0,0,Österreich
Graz,0,0,https://www.facebook.com/michael.jud.54?fref=ts,0,0,0,Österreich
Niklasdorf,0,0,https://www.facebook.com/BandMeetsBand,0,0,0,Österreich
Klagenfurt,0,0,rockevents@gmx.at ,rockevents@gmx.at ,0,0,Österreich
Linz (Kapu),0,0,shitney666@hotmail.com,shitney666@hotmail.com,0,0,Österreich
Linz,0,0,https://www.facebook.com/canspunk4020,0,0,0,Österreich
Bei Linz (Kulturverein MUKUKU),0,0,"https://www.facebook.com/pages/Jugendverein-MuKuKu/261289443914025?fref=ts

https://www.facebook.com/mukuku.kremsmunster?fref=ts",0,0,0,Österreich
Leuven / Löwen,0,0,https://www.facebook.com/stijn.deweerdt.3,0,0,0,Belgien
?,0,0,https://www.facebook.com/dereu,0,0,0,Belgien
Courtrai / Kortrijk,0,0,https://www.facebook.com/ThePitsBZN,0,0,0,Belgien
Antwerp,0,0,https://www.facebook.com/antwerphardcorecollective,0,0,0,Belgien
Antwerp,0,0,https://www.facebook.com/nelis.geubbelmans?fref=nf,0,0,0,Belgien
Bryssel (Le Bunker),0,0,https://www.facebook.com/altitudeshows,0,0,0,Belgien
Tessenderlo (JH Tessloo),0,0,https://www.facebook.com/andy.belien,0,0,0,Belgien
Limburg (Jongeren Centrum Elsloo),0,0,https://www.facebook.com/JCElsloo,0,0,0,Belgien
Brüssel,0,0,"https://www.facebook.com/NOCONTROLBOOKINGSOFFICIAL?fref=ts
https://www.facebook.com/theaftermathagency?fref=pb&hc_location=friends_tab",0,0,0,Belgien
Halle (Region Brüssel),0,0,https://www.facebook.com/parakachurdelek.bookings?fref=pb&hc_location=friends_tab,0,0,0,Belgien
"Aarschot
",0,0,https://www.facebook.com/stijn.deweerdt.3?sk=wall  (Sänger- ASHES),0,0,0,Belgien
Merksplas,0,0,https://www.facebook.com/foundationbookings.belgium/about,0,0,0,Belgien
Löwen,0,0,"https://www.facebook.com/PerspectiveBoookings?fref=pb&hc_location=friends_tab

https://www.facebook.com/unknwn.bookings?fref=pb&hc_location=friends_tab",0,0,0,Belgien
Herentals,0,0,https://www.facebook.com/ColdTruthBookings?fref=pb&hc_location=friends_tab,0,0,0,Belgien
Den Haag (Pirate Bar),0,0,https://www.facebook.com/henk.oostblok?fref=ts,0,0,0,Niederlande
Den Haag,0,0,https://www.facebook.com/niko.feta,0,0,0,Niederlande
Nijmegen (Onderbroek),0,0,"https://www.facebook.com/modderpunk
(Erwin)",0,0,0,Niederlande
Amsterdam,0,0,"adamskiatadam@gmail.com
","adamskiatadam@gmail.com
",0,0,Niederlande
Rotterdam,0,0,"https://www.facebook.com/sikhardcore
https://www.facebook.com/mike.deraat?fref=nf
",slopeniskopenbookings@gmail.com,0,0,Niederlande
Nijmegen,0,0,https://www.facebook.com/pages/De-Onderbroek/118386628220663?fref=ts,0,0,0,Niederlande
SOUTH (Urmond),0,0,https://www.facebook.com/rob.cosemans?fref=nf,0,0,0,Niederlande
Amsterdam,0,0,hanzprogress@gmail.com,hanzprogress@gmail.com,0,0,Niederlande
Utrecht,0,0,prog@acu.nl,prog@acu.nl,0,0,Niederlande
Armnhem,0,0,info@cafethestage.nl,info@cafethestage.nl,0,0,Niederlande
The Hague,0,0,https://www.facebook.com/hamburgerbookings,0,0,0,Niederlande
The Hague,0,0,bringitonnow@hotmail.com,bringitonnow@hotmail.com,0,0,Niederlande
overijssel,0,0,anticorposholland@lycos.com,anticorposholland@lycos.com,0,0,Niederlande
Nijmegen,0,0,onderbroek@grotebroek.nl,onderbroek@grotebroek.nl,0,0,Niederlande
Nijmegen,0,0,https://www.facebook.com/NothingChangedFest (Nothing Changed Fest),0,0,0,Niederlande
Amsterdam,0,0,northempirebookings@gmail.com,northempirebookings@gmail.com,0,0,Niederlande
Eindhoven,0,0,COHESIONBOOKINGS@GMAIL.COM,COHESIONBOOKINGS@GMAIL.COM,0,0,Niederlande
Amsterdam,0,0,irene@hellyeahbookings.com,irene@hellyeahbookings.com,0,0,Niederlande
Heerlen,0,0,max4130@hotmail.com,max4130@hotmail.com,0,0,Niederlande
Amsterdam (Vrankrijk),0,0,https://www.facebook.com/BastardSonOfAffluence,0,0,0,Niederlande
Reeuwijkbrug/Zuid Holland (Plag Unit),0,0,https://www.facebook.com/lars.vangrevenbroek,0,0,0,Niederlande
Hendrik-Ido-Ambacht (Westküste),0,0,https://www.facebook.com/harborbookings,0,0,0,Niederlande
Rotterdam,0,0,https://www.facebook.com/cb.bookings/about,0,0,0,Niederlande
Tilburg,0,0,https://www.facebook.com/cohesion.bookings/about,0,0,0,Niederlande
Emmen,0,0,"https://www.facebook.com/helendalnogalwelzotamelijk?fref=nf
",timonz@riseup.net,0,0,Niederlande
Brighton (TIYLCTD Fest),0,0,https://www.facebook.com/artfailureuk,0,0,0,Großbritanien
Liverpool (Maguiere's pizza bar),0,0,https://www.facebook.com/bitteroldbastards,0,0,0,Großbritanien
London (Old Blue Last),0,0,https://www.facebook.com/christopher.barling,0,0,0,Großbritanien
London,0,0,https://www.facebook.com/step.backbookingagency?fref=ts,0,0,0,Großbritanien
Sheffield,0,0,https://www.facebook.com/blacks.bookingpromoter?fref=pb&hc_location=friends_tab,0,0,0,Großbritanien
Göteborg  (Fängelset ),0,0,https://www.facebook.com/anton.hedlund1,0,0,0,Schweden
Lisbon,0,0,https://www.facebook.com/rui.janga,0,0,0,Portugal
Aveiro,0,0,https://www.facebook.com/myoproductions,0,0,0,Portugal
 ?,0,0,https://www.facebook.com/diogo.words,0,0,0,Portugal
Porto,0,0,artur_basto@hotmail.com,artur_basto@hotmail.com,0,0,Portugal
Coimbra,0,0,https://www.facebook.com/guilherme.neves.9400?fref=ts,0,0,0,Portugal
Lisbon,0,0,https://www.facebook.com/SUBURBANBOOKINGS,0,0,0,Portugal
Caldas,0,0,https://www.facebook.com/dirtycrown,0,0,0,Portugal
Faro,0,0,https://www.facebook.com/david.saladdays?fref=ts,0,0,0,Portugal
Faro,0,0,https://www.facebook.com/diogo.narciso.50?fref=ts,0,0,0,Portugal
San Sebastian,0,0,https://www.facebook.com/JonCreature,0,0,0,Spanien
Vigo,0,0,https://www.facebook.com/borjatrigo,0,0,0,Spanien
Madrid,0,0,https://www.facebook.com/elena.puchgomez,0,0,0,Spanien
Barcelona,0,0,https://www.facebook.com/gabi.edge.3,0,0,0,Spanien
San Sebastian,0,0,rotbrains@hotmail.com,rotbrains@hotmail.com,0,0,Spanien
San Sebastian,0,0,basquegrind@gmail.com,basquegrind@gmail.com,0,0,Spanien
San Sebastian,0,0,ikemustard@gmail.com,ikemustard@gmail.com,0,0,Spanien
San Sebastian,0,0,xd1st@hotmail.com,xd1st@hotmail.com,0,0,Spanien
San Sebastian,0,0,drugfreepunx@hotmail.com,drugfreepunx@hotmail.com,0,0,Spanien
Urretxu-Zummarraga,0,0,http://myspace.com/urretxuzumarragakogaztetxea,0,0,0,Spanien
Urretxu-Zummarraga,0,0,anestesiailun@hotmail.com,anestesiailun@hotmail.com,0,0,Spanien
Beasain,0,0,mera196@hotmail.com,mera196@hotmail.com,0,0,Spanien
Bilbao,0,0,lahumanidadeslaplaga@gmail.com,lahumanidadeslaplaga@gmail.com,0,0,Spanien
Bilbao,0,0,wombatbooking@yahoo.es,wombatbooking@yahoo.es,0,0,Spanien
Bergara,0,0,https://www.facebook.com/flyshit.bergarahc,0,0,0,Spanien
Bergara,0,0,raulpin87@hotmail.com,raulpin87@hotmail.com,0,0,Spanien
Orio,0,0,emzinkunegi@gmail.com,emzinkunegi@gmail.com,0,0,Spanien
Arrasate-Mondragón,0,0,askezine@hotmail.com,askezine@hotmail.com,0,0,Spanien
Getaria,0,0,ion_arakistain@hotmail.com,ion_arakistain@hotmail.com,0,0,Spanien
Getaria,0,0,noiznahi@gmail.com,noiznahi@gmail.com,0,0,Spanien
Getaria,0,0,aranburu.aritz@gmail.com,aranburu.aritz@gmail.com,0,0,Spanien
Getaria,0,0,aritz_aranburu@hotmaiil.com,aritz_aranburu@hotmaiil.com,0,0,Spanien
Lekeitio,0,0,grindkorretakua@yahoo.es,grindkorretakua@yahoo.es,0,0,Spanien
Eibar/Plentzia,0,0,normanduval@pimienta.org,normanduval@pimienta.org,0,0,Spanien
Vigo,0,0,https://www.facebook.com/pages/RockinSwing-is-dead/1415754881973179,0,0,0,Spanien
Barcelona,0,0,https://www.facebook.com/93Otdr,0,0,0,Spanien
Salamanca,0,0,https://www.facebook.com/salamancaesperpentohccrew,0,0,0,Spanien
Cadiz,0,0,https://www.facebook.com/fededge?ref=ts&fref=ts,0,0,0,Spanien
Barcelona,0,0,https://www.facebook.com/outroshowsdiy?fref=ts,0,0,0,Spanien
Barcelona,0,0,https://www.facebook.com/marineta182?fref=ts,0,0,0,Spanien
Madrid,0,0,https://www.facebook.com/Opposableshows?fref=ts,0,0,0,Spanien
Zaragoza,0,0,https://www.facebook.com/AvvArrebato?fref=ts,0,0,0,Spanien
Salamanca,0,0,https://www.facebook.com/tomas.reymeister?fref=ts,0,0,0,Spanien
Salamanca,0,0,https://www.facebook.com/trece.monos?fref=ts,0,0,0,Spanien
Bilbao,0,0,https://www.facebook.com/txarraska.gaztetxea?fref=ts,0,0,0,Spanien
Bilbao,0,0,https://www.facebook.com/luixjarcor?fref=ts,0,0,0,Spanien
Madrid,0,0,https://www.facebook.com/we.are.shows,0,0,0,Spanien
Sevillia,0,0,https://www.facebook.com/pages/Union-Hardcore-Krew/336176863160600?fref=ts,0,0,0,Spanien
Malaga,0,0,https://www.facebook.com/MalagaHxc?fref=ts,0,0,0,Spanien
Malaga,0,0,https://www.facebook.com/pablo.xisdx?fref=ts,0,0,0,Spanien
Murica,0,0,https://www.facebook.com/kurro.jimenez.12?fref=ts,0,0,0,Spanien
Murica,0,0,https://www.facebook.com/borja.rubioferez?fref=ts,0,0,0,Spanien
Úbeda (Jaén),0,0,https://www.facebook.com/david.millan.7796?fref=ts,0,0,0,Spanien
Le Mans,0,0,https://www.facebook.com/lucas.donne.3,0,0,0,Frankreich
Le Mans,0,0,https://www.facebook.com/areyoustillworkingatthatcafe?fref=nf,0,0,0,Frankreich
Nantes,0,0,https://www.facebook.com/straightandalertrecords,0,0,0,Frankreich
Toulouse,0,0,https://www.facebook.com/remy.doe,0,0,0,Frankreich
Paris,0,0,https://www.facebook.com/xbenoitx,0,0,0,Frankreich
Dijon,0,0,https://www.facebook.com/nox.morveux,0,0,0,Frankreich
Biarritz,0,0,https://www.facebook.com/messages/brahbrahkolektiboa,0,0,0,Frankreich
Bordaux,0,0,https://www.facebook.com/negative.beliefs,0,0,0,Frankreich
Bordaux,0,0,https://www.facebook.com/Simon.Ricardo.Letsdoitkidz,0,0,0,Frankreich
?,0,0,https://www.facebook.com/lk.akerbeltz/photos,0,0,0,Frankreich
?,0,0,https://www.facebook.com/jeremy.robin.7921,0,0,0,Frankreich
Lyon,0,0,https://www.facebook.com/thibault.gillard,0,0,0,Frankreich
Paris,0,0,https://www.facebook.com/lamiroitlefilm,0,0,0,Frankreich
Bordaux,0,0,https://www.facebook.com/Vaincrelanuit1,0,0,0,Frankreich
Bordaux,0,0,rnr-agreement@hotmail.fr,rnr-agreement@hotmail.fr,0,0,Frankreich
Bordaux,0,0,https://www.facebook.com/Heretic.Club58,0,0,0,Frankreich
Bordaux,0,0,crasseux.prod@yahoo.fr,crasseux.prod@yahoo.fr,0,0,Frankreich
Bordaux,0,0,https://www.facebook.com/davidsansms,0,0,0,Frankreich
Toulouse,0,0,https://www.facebook.com/julienxvxrgxs,0,0,0,Frankreich
Toulouse,0,0,https://www.facebook.com/rastelli.cedric,0,0,0,Frankreich
Lyon,0,0,https://www.facebook.com/wearealoneinthisteam,0,0,0,Frankreich
Lyon,0,0,https://www.facebook.com/PunkRockShowsLyon?fref=ts,0,0,0,Frankreich
Lyon,0,0,https://www.facebook.com/CulturePunk,0,0,0,Frankreich
Grenoble,0,0,stillangry@no-log.org,stillangry@no-log.org,0,0,Frankreich
Trabes,0,0,nevertrustanasso@gmail.com,nevertrustanasso@gmail.com,0,0,Frankreich
La Rochelle,0,0,stevotornado@gmail.com,stevotornado@gmail.com,0,0,Frankreich
Nantes,0,0,https://www.facebook.com/tominardi,0,0,0,Frankreich
Dijon,0,0,booking@bombthegig.fr,booking@bombthegig.fr,0,0,Frankreich
Bordaux,0,0,https://www.facebook.com/enjoytheshow.bordeaux?fref=pymk,0,0,0,Frankreich
Colmar,0,0,https://www.facebook.com/stepandblast.bookin,0,0,0,Frankreich
Hagen (Ostgrenze zu Luxemburg/ Deutschland),0,0,https://www.facebook.com/HardCoreZonaWestfalia/about,0,0,0,Frankreich
Lyon,0,0,https://www.facebook.com/family.booking/about,0,0,0,Frankreich
Paris,0,0,https://www.facebook.com/horcashowsparis?fref=pb&hc_location=friends_tab,0,0,0,Frankreich
Paris,0,0,https://www.facebook.com/inthiscityagency.paris?fref=pb&hc_location=friends_tab,0,0,0,Frankreich
?,0,0,https://www.facebook.com/fuchs.teufelswild.3,0,0,0,Schweiz
Davos,0,0,boxdavos@hotmail.com,boxdavos@hotmail.com,0,0,Schweiz
Lausana,0,0,https://www.facebook.com/InhumanoRecords,0,0,0,Schweiz
Lausana,0,0,https://www.facebook.com/sirkelpitmusic,0,0,0,Schweiz
Geneva,0,0,https://www.facebook.com/famineasso,0,0,0,Schweiz
Gianluca Sironi /from Upward (Milano),0,0,https://www.facebook.com/xGianlucax?fref=ts,0,0,0,Italien
Domenico / from Face Your Enemy (Milano),0,0,https://www.facebook.com/casertabeatdownclan?fref=ts,0,0,0,Italien
Milan,0,0,https://www.facebook.com/tadzio.pederzolli,0,0,0,Italien
Milan,0,0,https://www.facebook.com/theseekerhc?fref=ts,0,0,0,Italien
MIlan,0,0,https://www.facebook.com/versus.music.agency?fref=ts,0,0,0,Italien
MIlan,0,0,https://www.facebook.com/HSBookingAgency,0,0,0,Italien
Samall /from Slander (Marghera-Venice),0,0,"https://www.facebook.com/samall.ali?fref=ts
https://www.facebook.com/pages/Trivel/189089347837630?fref=ts",0,0,0,Italien
???,0,0,https://www.facebook.com/youthoftodaycollective?fref=ts,0,0,0,Italien
David (Bolzano),0,0,https://www.facebook.com/david.g.krampus?fref=ts,0,0,0,Italien
Afshin (Sassari),0,0,https://www.facebook.com/afshin.kaveh?fref=ts,0,0,0,Italien
?? can't remember his name but he's organizing show in Vigevano,0,0,https://www.facebook.com/matteo.lion.7?fref=pb&hc_location=profile_browser,0,0,0,Italien
Vicenza,0,0,https://www.facebook.com/sido.dalpozzolo?fref=ts,0,0,0,Italien
Milan,0,0,"https://www.facebook.com/Blackheartkid?fref=ts
https://www.facebook.com/ColdheartkidsShows?pnref=lhc

location:
https://www.facebook.com/overflash.porc?fref=ts&ref=br_tf",0,0,0,Italien
Milan,0,0,https://www.facebook.com/BloOdyT?fref=nf,0,0,0,Italien
"here is another space close to Milan, called Carugate",0,0,https://www.facebook.com/arci.area?fref=ts,0,0,0,Italien
Milan,0,0,"https://www.facebook.com/ghostagencybooking2
https://www.facebook.com/ghostagencyofficial?pnref=lhc
",demo@ghostagency.eu,0,0,Italien
Sanremo/Imperia,0,0,"https://www.facebook.com/srhcshows
",srhcshows@gmail.com,0,0,Italien
Venezia/Padua,0,0,https://www.facebook.com/mirco.desolei?fref=ts,0,0,0,Italien
Vicenza,0,0,Bright End: https://www.facebook.com/pages/Bright-End/430731993687171,0,0,0,Italien
Trient,0,0,https://www.facebook.com/ollyhc,0,0,0,Italien
Rom,0,0,https://www.facebook.com/olly.rebirthbooking,0,0,0,Italien
Rom,0,0,https://www.facebook.com/backdoorbeauty?fref=pb&hc_location=friends_tab,0,0,0,Italien
Verona,0,0,"https://www.facebook.com/pietro.falezza?fref=ts
https://www.facebook.com/pages/GetReal-Promotions/388926834591797?pnref=lhc",0,0,0,Italien
A list of venues..,0,0,https://www.facebook.com/notes/italia-hardcore/locali/10150887668169883,0,0,0,Italien
Krusevac,0,0,https://www.facebook.com/newsceneorg,0,0,0,Serbien
